Year,Month,Date,Day,Temps_min,Temps_max,Rain,Evap,Sun_hours,Max_wind_dir,Max_wind_spd,Max_wind_time,Temp_at_9am,RH_at_9am,CLD_at_9am,Wind_dir_at_9am,Wind_spd_at_9am,MSLP_at_9am,Temp_at_3pm,RH_at_3pm,CLD_at_3pm,Wind_dir_at_3pm,Wind_spd_at_3pm,MSLP_at_3pm
2016,2,6,Sa,19.9,27,1.8,8.8,8.1,SSE,37,23:36,22.8,75,7,SE,20,1018,26.4,49,3,ESE,20,1016.9
2016,2,7,Su,19.1,27.4,0,7.2,10.1,ESE,30,13:05,22.5,76,5,WNW,9,1018,25.7,54,3,ESE,17,1016.6
2016,2,8,Mo,19,28,0,4.6,12.6,E,24,11:24,23,68,2,WNW,11,1019.1,27,54,1,ESE,17,1017.9
2016,2,9,Tu,21,27.7,0,9.8,10.3,SSE,39,7:53,25,70,6,SSE,26,1020.7,27.3,47,1,SE,19,1019.6
2016,2,10,We,19.6,28.5,0.2,7.6,12.7,NE,43,16:10,23.2,68,2,W,11,1016.7,27.6,46,1,ENE,22,1012.9
2016,2,11,Th,20.7,28.4,0,10.4,9.6,E,26,14:24,24.6,65,3,WSW,6,1015.8,26.7,58,7,E,20,1014.2
2016,2,12,Fr,21.5,28.8,0,6.4,12,ENE,33,17:19,25.4,63,2,W,7,1017,27.5,58,1,E,22,1015.1
2016,2,13,Sa,20.7,28.9,0,8.8,12.1,NNE,46,20:10,25.3,60,1,N,9,1014.6,27.7,54,1,NE,24,1011.5
2016,2,14,Su,21.1,32.5,0,9.6,10.4,SSE,48,17:46,26.2,58,1,NE,2,1008.4,31.5,53,5,SSE,4,1005.3
2016,2,15,Mo,22.3,29.3,0,8,6.9,SW,31,1:40,24.1,75,7,W,15,1011.8,27.4,62,3,ESE,20,1007.7
2016,2,16,Tu,21.5,27.9,0,7,10.8,SSE,48,13:40,25.3,36,1,SSW,17,1009.1,25.6,51,2,SE,31,1008.8
2016,2,17,We,19.5,26,0,8.8,10.4,SSE,39,7:27,20.5,57,3,SSW,22,1011.4,25.5,34,1,ESE,22,1008.4
2016,2,18,Th,18.3,26.4,0,8,11.7,E,30,17:17,22.9,59,3,SSW,11,1009.8,26.1,47,1,ESE,19,1008.7
2016,2,19,Fr,20.5,29.4,0,8,11.1,ENE,35,12:48,23.7,70,4,NW,9,1012.4,28.6,60,1,ENE,20,1009.8
2016,2,20,Sa,23.1,29.3,0,9.4,5.9,S,52,3:03,24.6,75,7,SSW,24,1017.7,28.8,52,5,S,26,1018.2
2016,2,21,Su,21.4,27,6,8.2,4.8,E,37,0:01,21.9,89,6,S,9,1025.4,26.6,67,4,ESE,13,1024.6
2016,2,22,Mo,20.8,28.8,1.2,3.8,11.6,ENE,39,17:06,24.3,71,1,W,11,1025.4,28,59,6,ENE,24,1022
2016,2,23,Tu,21.8,29.7,0,9.4,12.4,NNE,43,17:11,25.4,62,1,N,9,1021.3,28.2,51,1,ENE,22,1017.7
2016,2,24,We,20.9,29.5,0,11,12.3,NNE,46,18:15,26.1,60,0,NNE,11,1016.1,28.4,58,1,ENE,26,1012.9
2016,2,25,Th,21.9,32.8,0,8.4,12.2,NNE,44,18:45,26.1,62,0,NE,7,1012.4,32.2,45,0,E,17,1009.3
2016,2,26,Fr,23.2,27.8,0,12.2,5.2,S,63,4:53,25.4,67,1,SSW,28,1014.9,26.7,60,7,SE,22,1015.5
2016,2,27,Sa,22.5,27.5,0,6,10,ESE,33,9:53,26,60,7,ESE,17,1019.3,25.2,55,5,ESE,22,1019
2016,2,28,Su,20.7,28.1,0,8,10.1,E,28,19:07,23.7,62,1,W,11,1018.8,26.3,53,1,E,17,1017.2
2016,2,29,Mo,20.5,27.7,0,11.2,5.7,ESE,31,13:09,23,73,7,W,9,1021.2,27.5,60,5,SE,20,1020.4
2016,3,1,Tu,21.3,28.2,0,4.2,7.7,ENE,33,15:39,23.6,72,4,E,4,1022,27.6,47,1,ENE,26,1019.9
2016,3,2,We,20.3,28.8,0,7.8,10.7,NNE,50,18:08,25.1,59,7,NNE,13,1021.1,28.1,52,7,ENE,30,1018.9
2016,3,3,Th,22.2,28.7,0,8.2,10.2,NE,46,15:01,25.2,71,3,NNE,4,1021.3,28.4,58,4,NE,26,1019.4
2016,3,4,Fr,22.8,28.3,0,9.6,10.1,NE,39,13:15,24.9,70,7,N,20,1022,26.9,53,2,NE,24,1020.1
2016,3,5,Sa,20.6,27.6,0,9.2,10.6,NE,41,14:44,24.6,64,1,NNE,11,1021.7,27.2,55,1,NE,24,1019.4
2016,3,6,Su,20.8,27.9,0,9.8,10.5,NE,46,12:55,24.9,64,2,N,4,1022.9,26.3,59,1,NE,20,1021.2
2016,3,7,Mo,21,28.3,0,8,11.8,ENE,44,15:06,24.5,71,2,E,7,1021.6,26.8,57,1,NE,26,1018.8
2016,3,8,Tu,22.4,28.1,0,8.8,10.8,ENE,33,19:04,26.2,61,1,NE,7,1023.4,27,57,3,ENE,20,1022.6
2016,3,9,We,22.9,29.3,0,9.2,10.1,NNE,43,19:21,24.8,71,4,N,13,1021.6,29.1,55,4,NE,24,1017.9
2016,3,10,Th,22,30.6,0,8,6.5,SE,31,12:04,24,84,7,SSE,2,1019.7,28.5,59,7,SSE,24,1018.9
2016,3,11,Fr,22.8,27.8,0,5.8,2.3,ENE,37,13:17,23.8,79,8,ENE,6,1020.1,26.8,66,7,ENE,19,1017.9
2016,3,12,Sa,21.8,28.7,0,4.6,10.7,NE,43,16:52,24.6,73,1,WNW,9,1019.6,27.6,60,2,E,24,1018
2016,3,13,Su,22.6,27.7,0,9,7.7,ENE,30,9:09,25.8,63,4,NE,11,1020.5,26.2,63,7,ENE,20,1017.9
2016,3,14,Mo,21.8,30.7,0,7.2,4.9,SSW,41,20:31,22.9,84,7,WNW,9,1016.3,29.9,54,6,SE,20,1014.3
2016,3,15,Tu,19.9,25.6,16.8,7,4.5,SSW,44,14:14,20.2,89,7,SW,11,1019.5,24.3,66,6,S,26,1018.6
2016,3,16,We,19.7,26.2,23,6,7.6,ESE,39,23:25,20.7,88,8,S,9,1019.7,25.4,58,4,SSW,20,1018
2016,3,17,Th,19,26.1,13.6,5.2,7.5,,,,19.6,92,7,NW,4,1017,25.5,59,4,E,15,1012.9
2016,3,18,Fr,19.6,28.2,3.4,5.6,4.4,SSW,52,16:00,23.4,71,7,NNE,11,1003.6,26.4,67,7,NNE,13,997.6
2016,3,19,Sa,16.2,24.4,4.8,5.4,11,W,44,1:57,18.4,43,1,WSW,20,1010.9,23.8,36,1,SE,22,1011.2
2016,3,20,Su,17.4,22,0.2,7.8,3.4,S,52,11:33,18.6,63,7,SSW,15,1017.5,18.1,81,8,S,20,1016.8
2016,3,21,Mo,15.4,21.2,61.2,5.8,2.7,S,43,14:14,15.6,91,8,WSW,19,1018.8,20.7,65,7,SSW,24,1016.5
2016,3,22,Tu,14.3,23.8,25.4,2.8,6.9,S,50,14:25,17.1,74,3,W,20,1017.5,21.5,63,7,S,19,1015.5
2016,3,23,We,14.9,25.3,1.6,4.2,9.5,W,33,3:48,18.3,66,1,W,20,1018.2,23.9,51,3,ESE,15,1016.9
2016,3,24,Th,16.5,27.4,0,5.2,9.3,ENE,31,15:03,19.4,73,6,W,11,1020.7,25.8,51,3,E,24,1019
2016,3,25,Fr,19.3,25.2,0,6.8,0.3,S,24,21:39,20.4,78,7,WNW,11,1018.9,22.9,62,7,WNW,9,1016.3
2016,3,26,Sa,17.1,26,0,3,10.2,ENE,28,16:06,20,71,2,WNW,17,1018.6,24.5,59,2,ENE,17,1016
2016,3,27,Su,19.3,24.2,0.2,4,5.7,ESE,41,10:19,22.2,83,5,S,9,1018.2,23,63,6,E,20,1017
2016,3,28,Mo,19.4,26,34.8,5.8,4.1,SSW,26,6:45,20.6,88,6,S,15,1018.7,26,64,6,ESE,20,1015.7
2016,3,29,Tu,20.6,23.3,0,4,0,SSW,37,11:02,21.2,84,7,SSW,13,1017.5,21.1,84,8,SSW,19,1016
2016,3,30,We,19,28.7,7,1.4,7.5,WNW,30,10:40,20.5,81,1,W,17,1015,26.8,31,6,NW,7,1012
2016,3,31,Th,16.5,25.6,1.2,6.8,10.6,SSE,39,12:54,19.9,51,1,W,20,1017.1,24.7,42,2,SSE,20,1016.2
2016,4,1,Fr,16.6,25.6,0,5.4,10.2,NE,37,14:51,20.2,69,3,W,15,1019.1,24.9,58,1,ENE,28,1015.1
2016,4,2,Sa,18.3,31.2,0,6.8,10.3,SSE,35,23:58,19.9,63,7,W,19,1016.4,29.7,19,3,SW,9,1014.6
2016,4,3,Su,19.5,25.2,0,6.8,6.7,SSE,35,0:06,21.2,74,6,SSW,17,1024.6,23.3,64,2,ESE,19,1022.1
2016,4,4,Mo,18.7,23.5,94.4,3.4,0.8,ENE,33,19:22,19.5,91,8,SE,6,1023.2,23.3,71,7,ESE,17,1019.6
2016,4,5,Tu,18.6,26.2,6.4,3,10.4,,,,23.5,64,1,NNE,9,1020.1,25.6,58,3,NNE,24,1015.2
2016,4,6,We,19.9,34.2,0,6.8,10.6,NE,43,15:51,25,54,1,ESE,7,1015.9,29.3,46,1,NNE,26,1011.6
2016,4,7,Th,19.9,20.5,0.2,8.4,0,SSE,43,9:19,20.1,59,8,SSE,26,1023.2,19.9,54,7,SSE,19,1022.3
2016,4,8,Fr,17.7,20.6,0,4,0,ENE,31,16:58,18.8,71,8,W,13,1023.5,20.5,70,8,E,2,1021.2
2016,4,9,Sa,16,25,0.4,1.2,9.5,ESE,26,13:16,19.3,65,2,WNW,17,1022,24,57,7,SE,15,1018.8
2016,4,10,Su,16.1,27.3,0,3.8,9.6,,,,19.3,70,5,WNW,19,1019.8,23.7,51,3,E,19,1015.5
2016,4,11,Mo,16.1,26.5,0,6.4,9.4,WSW,31,10:35,19.6,51,3,WNW,15,1017.5,24.1,46,6,SE,19,1016.4
2016,4,12,Tu,17.4,22.9,8.2,5.6,5.7,S,35,7:19,18.3,85,7,SE,7,1023.1,20.5,68,5,SSE,22,1021.8
2016,4,13,We,15.5,24.2,0.6,4.2,8.3,ESE,28,13:08,19.7,72,6,WNW,11,1027.4,22.5,57,2,ESE,19,1026.3
2016,4,14,Th,15.7,22.9,0.6,3.4,2.4,ENE,33,11:36,18.6,88,7,S,6,1030.2,22.3,62,7,NE,15,1027.5
2016,4,15,Fr,16.5,24.6,1,3.4,9.9,NE,33,15:46,21.3,66,6,W,2,1026.4,24.2,51,5,NE,19,1021.8
2016,4,16,Sa,16.6,25.5,0,5,9.3,SSE,28,23:01,19.8,69,6,W,7,1021.2,24.7,49,7,ENE,11,1017.8
2016,4,17,Su,19.1,23.2,0,4.6,3.2,SSW,43,16:05,20.1,73,7,SSW,15,1022.1,20.5,77,7,SSE,17,1020.4
2016,4,18,Mo,15.1,24.2,2,3,7.6,SSE,37,10:58,18.9,75,6,W,17,1021.8,21.2,68,7,SSE,17,1019.2
2016,4,19,Tu,16.9,23.9,15,5,6.9,W,24,0:13,19.5,83,3,W,13,1021.7,22.2,68,7,ESE,17,1020.1
2016,4,20,We,16.7,25.5,15.8,3.4,10.3,E,22,15:35,19.3,82,3,W,15,1024.6,23.2,66,2,E,13,1022
2016,4,21,Th,17.3,24.5,0,3.4,10.5,ENE,30,13:12,20.2,79,2,W,9,1023.1,24.1,69,5,NE,13,1019.1
2016,4,22,Fr,17.1,25.9,0,4,7.1,SSW,44,10:33,20.2,70,1,WNW,13,1020.1,21.8,69,7,S,24,1019.1
2016,4,23,Sa,16.2,20.2,6.6,3.4,1.3,SSW,52,13:40,16.8,83,7,SSW,22,1024.2,16.5,85,6,SSW,17,1024.5
2016,4,24,Su,15.3,23.1,3.8,2.6,9.9,SSE,43,2:00,20.1,61,5,ESE,22,1029.8,21.5,49,3,ESE,20,1029.3
2016,4,25,Mo,13.1,22.8,0,4.8,10.4,W,20,0:29,16.3,76,1,WNW,13,1032,21.7,53,1,ESE,15,1029.4
2016,4,26,Tu,14.2,23.7,0,2.8,9.6,W,22,6:32,17.2,75,3,WNW,13,1030.9,22.2,56,3,E,13,1027.6
2016,4,27,We,15.3,23.7,0,2.8,10.7,NE,35,14:19,17.8,78,1,WNW,15,1028.1,23,54,2,NE,19,1023.7
2016,4,28,Th,15.7,25.1,0,5.2,7.7,E,24,14:51,18.4,84,7,W,11,1024.9,23.7,61,1,E,20,1021.5
2016,4,29,Fr,16,24.2,0,4.8,4.6,NE,26,15:36,18.8,75,4,W,13,1022.8,23.3,65,8,NE,11,1018.5
2016,4,30,Sa,18.8,26.5,0,3.4,4.5,N,33,11:55,20.5,74,8,NE,4,1018.7,26,54,6,WNW,9,1015.6
2016,5,1,Su,18.1,26.1,2.8,3.4,4.7,NNW,44,13:07,19.4,86,7,N,19,1013.6,25.4,55,5,N,20,1009.6
2016,5,2,Mo,13.9,21.3,0,4.8,6.1,,,,16.3,56,0,NW,7,1017.3,21.2,60,7,NE,9,1012.2
2016,5,3,Tu,12.8,26.4,0,3.4,10.4,NW,33,20:06,16,61,1,W,11,1012.6,25.8,27,0,WNW,20,1006.4
2016,5,4,We,16,26.2,0,8,10.2,NNW,26,2:33,19.1,49,1,W,17,1015.2,23.1,41,2,E,15,1014.2
2016,5,5,Th,13.5,22.4,0,4,10.1,W,28,23:47,16.2,55,1,WNW,13,1020.7,21.3,54,1,E,20,1016.9
2016,5,6,Fr,14,26.7,0,3.4,9.9,,,,16.4,69,4,W,19,1019.6,23.2,42,1,ESE,13,1017.2
2016,5,7,Sa,12.4,22.9,0,5.6,8.7,W,24,5:28,15.4,75,0,W,13,1021.3,21.6,60,6,ENE,13,1018.4
2016,5,8,Su,15.3,20.8,0,1.4,0,WNW,22,21:37,18.2,86,7,W,11,1018.5,20.5,74,7,E,9,1013.8
2016,5,9,Mo,18,22.2,1.6,1,0,NW,43,23:07,20.1,76,7,NNE,11,1008.8,21.8,72,7,NNE,17,1003.7
2016,5,10,Tu,17.3,24.6,0,4.4,9.7,NW,72,14:14,19.8,51,1,NW,20,1006.5,23.8,35,1,WNW,35,1004.3
2016,5,11,We,12.6,23.1,0,8,7.5,W,43,18:50,15.3,51,1,WSW,9,1015.5,21.3,21,6,WSW,17,1012.2
2016,5,12,Th,13.7,24.5,0,6,9.1,W,46,12:16,17.5,52,2,NNW,15,1014.7,23.3,35,6,WNW,22,1013.9
2016,5,13,Fr,13.9,25.9,0,4,10,WSW,30,2:47,17.3,60,1,WNW,13,1021.8,25.6,32,1,WNW,11,1019.6
2016,5,14,Sa,12.4,26.6,0,7.2,10.2,W,28,7:06,14.7,62,0,WNW,19,1023.7,22.3,50,0,ENE,15,1019.9
2016,5,15,Su,13.2,24.4,0,2.2,5.2,W,30,4:10,17.8,42,6,W,20,1017.4,22.4,41,5,N,9,1013.7
2016,5,16,Mo,13.6,22.9,0,3.2,9.1,ENE,28,12:52,16.4,66,1,W,17,1021.4,22.4,59,1,NE,15,1017.7
2016,5,17,Tu,16.3,28.2,0,4.8,8.9,WSW,31,15:51,18.3,55,2,WNW,7,1017,27.7,26,1,WNW,15,1014.3
2016,5,18,We,12.7,21.9,0,6.6,3,WSW,39,22:55,14.6,49,7,W,17,1018.8,21.4,34,7,N,11,1015.2
2016,5,19,Th,11.9,23.2,0,4,9.9,W,37,17:50,14.5,54,0,WNW,9,1017.9,23,29,1,WNW,17,1013.4
2016,5,20,Fr,12.8,24.9,0,4,9.2,,,,17.3,53,0,WSW,19,1020.3,22.2,51,1,SE,17,1019.3
2016,5,21,Sa,13.6,21.5,0,3.4,4.4,W,24,7:09,15.5,72,6,W,13,1027.3,20.8,56,7,E,9,1024
2016,5,22,Su,14.5,22,0,2,9.1,NNE,24,16:17,16,82,1,W,13,1024.4,21.8,66,4,E,9,1020.2
2016,5,23,Mo,15.2,26.8,0,4,9.2,WSW,61,15:56,21.5,53,3,NW,9,1013.9,23.8,32,1,SSW,22,1012.4
2016,5,24,Tu,12.1,22.3,0,7.6,9.9,W,44,15:48,14.1,50,1,W,17,1018.1,20.8,21,2,WSW,19,1013.6
2016,5,25,We,10.4,21.2,0,3.2,8.7,W,33,4:08,12.9,54,4,W,22,1017.8,20.8,29,7,E,6,1013.5
2016,5,26,Th,12.9,20.2,0.2,4.6,4.8,NW,48,14:24,15,52,7,NNW,22,1006.9,19.9,48,2,NW,24,1000.4
2016,5,27,Fr,12.8,18.6,0.2,4,9.9,W,61,14:46,14,42,1,W,17,1003.5,17.9,27,1,W,37,1001.7
2016,5,28,Sa,9.8,14.8,0,5.6,2.1,W,39,19:43,12.9,63,6,NNW,9,1007.2,14.3,70,6,W,13,1006
2016,5,29,Su,9.2,19.3,2.2,1.6,9.8,W,37,0:10,11,59,1,W,17,1017.2,18.7,29,1,W,15,1016.5
2016,5,30,Mo,7.3,19.9,0.2,2.6,9.5,W,39,6:28,9.5,62,1,W,24,1025.5,19.1,30,1,WSW,9,1024.1
2016,5,31,Tu,8.7,17.5,0,2.2,1.7,SE,35,18:16,11,76,7,W,17,1029.6,15.8,87,7,SE,6,1027.2
2016,6,1,We,10.9,17.9,29.4,0.6,1.4,W,24,1:32,13.1,89,7,W,15,1029.1,16,74,7,ENE,7,1026.6
2016,6,2,Th,11.1,19.1,1,2.4,8.7,,,,12.3,85,2,W,19,1027,18.6,60,7,SSE,15,1024.3
2016,6,3,Fr,11.7,18.3,0.2,2.4,1.3,WSW,28,20:25,13.3,78,7,WNW,11,1025.4,18.3,73,7,S,11,1021.6
2016,6,4,Sa,13.3,21.1,64.4,,0,ENE,89,23:43,17,91,8,NNE,13,1015.4,18.8,82,8,NE,30,1009.5
2016,6,5,Su,16.3,19.7,93.8,,0,ENE,96,14:16,18.8,89,8,NE,31,1002.5,19.7,85,8,ENE,57,995.9
2016,6,6,Mo,13.7,18.4,68.4,12.6,2.2,W,59,15:47,14.9,59,7,W,28,999.8,17.9,43,7,WSW,28,998.4
2016,6,7,Tu,11.3,19.9,0,5.2,3.6,WNW,44,17:59,13.8,59,4,NNW,20,1004.1,17.9,40,7,WNW,20,1002.7
2016,6,8,We,10.9,20.7,0,1.8,9.3,WNW,31,14:27,13.8,65,1,WNW,15,1011.4,20.2,40,1,WNW,15,1009.2
2016,6,9,Th,13.8,22,0.2,4.8,6,NW,59,10:06,17.4,62,7,NNW,31,1006.8,21.6,32,1,WNW,17,1005.9
2016,6,10,Fr,13.1,21.4,0.2,6.2,9.1,W,35,10:35,15.3,64,1,WNW,15,1017.4,20.8,41,1,WNW,7,1016.8
2016,6,11,Sa,10.1,19.8,0,3.2,8.7,WSW,54,2:15,13.4,53,1,W,24,1022.5,19.3,34,5,W,19,1020.7
2016,6,12,Su,7.9,18.1,0,5.4,8.3,SW,33,0:32,9.4,62,4,W,22,1036.2,17.6,34,1,S,7,1034.9
2016,6,13,Mo,8.5,20.3,0,1,6.5,W,30,8:06,10.3,65,5,W,20,1039,17.7,51,1,E,9,1035.5
2016,6,14,Tu,9.9,21.2,0,2.2,9.6,,,,11.6,80,1,W,15,1035.8,20.9,42,4,WNW,6,1031.6
2016,6,15,We,9.1,20.5,0,3.4,8.2,WNW,26,3:31,10.6,72,5,WNW,17,1033.4,19.2,45,3,E,9,1029.8
2016,6,16,Th,10.2,22.2,0,2.2,9.6,NNW,30,11:00,12.9,81,1,W,13,1025.5,21.2,42,1,N,11,1019.3
2016,6,17,Fr,12.7,19.3,0,3.6,1.4,NNW,30,8:41,17.4,53,6,NNW,20,1017.7,18.7,60,7,N,17,1014.6
2016,6,18,Sa,14.7,21.1,5,3.6,3.4,SSW,31,21:08,15.4,90,7,E,6,1017.4,20.7,64,6,ESE,4,1015.4
2016,6,19,Su,14.5,19.5,0.4,0.8,0,NNE,52,21:07,15.2,81,7,W,13,1017.2,16.7,89,8,ESE,20,1010.4
2016,6,20,Mo,15,20.4,38.8,2.2,3.5,NNW,52,15:58,16.2,76,6,NNW,9,999.5,17.9,52,6,NW,22,994.2
2016,6,21,Tu,14.9,18.4,0,6,5.5,NW,59,5:01,15.8,56,7,NW,22,1003.3,17.8,38,4,WNW,28,1002
2016,6,22,We,12.8,19.7,0,4.4,9,W,50,14:44,15,60,2,NW,17,1004.8,19.3,34,1,W,28,1005
2016,6,23,Th,9.4,18.5,0,5,8.2,NNW,35,15:07,12.8,58,7,NNW,7,1012.6,17.4,43,4,NNW,24,1007.4
2016,6,24,Fr,12.7,16.3,0,3.8,6.5,W,69,13:13,15.8,52,5,WNW,13,1003.8,14.4,33,3,W,43,1003.2
2016,6,25,Sa,7.3,15.1,0.6,5.4,9.6,W,54,1:10,8.4,49,1,W,28,1018.1,14.3,31,1,S,17,1018.1
2016,6,26,Su,5.6,15.3,0,3.6,5.2,W,39,3:05,7.4,61,6,W,20,1021.1,13.7,45,7,W,7,1017
2016,6,27,Mo,7.4,11.7,0,2.2,0,W,46,22:57,9.3,74,8,W,26,1015.3,11,74,8,SW,9,1013.6
2016,6,28,Tu,7.7,17.3,2.4,1.4,8.9,WSW,46,4:55,9.6,57,1,W,31,1022.9,16.9,36,1,SSW,13,1023.1
2016,6,29,We,6.7,18.8,0.2,4,9.6,W,31,4:07,8.8,66,1,W,22,1028.4,18.6,33,1,N,4,1025.4
2016,6,30,Th,5.4,16.5,0,1.8,,NW,44,21:58,7.7,78,1,W,11,1021.2,14.5,33,7,NNW,24,1015.1
2016,7,1,Fr,7.7,16.7,0,4,,NW,52,1:49,11,58,7,WNW,13,1015.7,16.4,33,1,WSW,20,1016.2
2016,7,2,Sa,8.2,18.2,0,2.8,9.5,W,37,0:09,10.1,62,1,W,24,1025.5,17.8,36,1,W,17,1023.2
2016,7,3,Su,6.5,18.1,0,3.6,9.5,W,24,9:27,9.2,72,1,W,17,1026.6,16.5,42,0,ENE,13,1022.6
2016,7,4,Mo,6.4,15.6,0,3.4,7.5,W,22,0:41,7.6,77,5,WNW,13,1020.8,14.4,58,7,SE,6,1016.2
2016,7,5,Tu,7.5,18.8,4.8,0.6,5.8,NW,46,23:42,9.6,90,8,W,11,1011.9,17.7,55,2,NW,17,1006.1
2016,7,6,We,9.5,17.7,0.2,4.4,4.8,W,61,11:39,12.9,54,6,WNW,22,1004,15.9,47,6,WSW,31,1003
2016,7,7,Th,12.9,17.2,29.4,6.4,1.6,S,50,10:55,14.9,85,7,S,19,1015.4,14.6,86,7,WSW,22,1016.5
2016,7,8,Fr,12.4,15.6,22.4,,0,W,28,0:42,12.7,92,8,W,17,1019.8,15.5,80,8,SSW,7,1018.4
2016,7,9,Sa,8.7,18,2.2,0.6,5.2,SW,30,19:13,10.5,88,3,WNW,20,1023.5,16.4,64,5,S,13,1022.4
2016,7,10,Su,10.5,17.9,1,1.8,7.3,W,30,4:51,11.9,90,3,WNW,13,1025.1,16.7,69,3,E,15,1021.3
2016,7,11,Mo,11.8,18.6,0,3.2,0.3,NW,69,13:42,15.5,63,7,N,20,1015.2,18.3,54,7,N,39,1009.7
2016,7,12,Tu,14.8,20.2,0.2,1.2,7.8,NW,54,16:40,16.6,41,6,WNW,15,1010.3,18.7,26,7,NW,33,1007.1
2016,7,13,We,9.6,14,0,8,9.8,W,72,13:08,10.5,40,3,WNW,37,1017.3,13.3,26,7,WSW,37,1019.8
2016,7,14,Th,6.7,17,0,5.2,9.6,WSW,50,21:53,8.6,54,7,W,30,1029.4,16.4,27,2,W,20,1025.9
2016,7,15,Fr,6.4,17.7,0,3,9.5,W,31,10:16,8.8,60,1,W,22,1030.3,16.9,35,2,E,4,1027.3
2016,7,16,Sa,6.9,18.9,0,1.8,4.7,W,28,8:00,9.3,71,2,W,19,1033.3,17.1,65,7,SSE,15,1030.2
2016,7,17,Su,9.2,18.8,0.8,1.8,3.2,WNW,24,9:37,13.3,91,7,W,13,1031.2,17.8,73,7,ESE,2,1027.1
2016,7,18,Mo,11,24.2,0,1.2,8.9,WNW,30,13:54,11.5,92,1,W,9,1024.6,23.9,45,0,WNW,15,1019.8
2016,7,19,Tu,11.4,24.9,0.2,3.2,6.2,NW,20,0:48,18,71,7,Calm,0,1021.7,23,58,5,NE,6,1019.1
2016,7,20,We,16.5,16.9,17,2.4,0,SW,35,20:20,16.7,91,8,S,9,1019.7,16.2,90,8,WSW,13,1018.4
2016,7,21,Th,13.9,19.3,20.4,1.8,2.6,W,31,3:48,14.6,92,7,W,15,1019.9,17.6,79,5,NW,2,1016.1
2016,7,22,Fr,13.1,25.7,0,0.2,7.4,NNW,52,13:08,19.3,66,6,NNW,30,1009.1,25.1,44,4,NW,30,1001
2016,7,23,Sa,14.5,17.4,6,7.6,10,WNW,69,7:46,14.5,35,1,WNW,44,1004.3,17,31,1,W,43,1003.8
2016,7,24,Su,7.8,14.3,0,4,5.4,WSW,46,2:35,8.7,50,7,W,22,1015.8,13.6,39,2,NW,15,1012.1
2016,7,25,Mo,8.4,17.9,0,4,9.9,W,44,16:36,12.2,50,1,NNW,19,1012.7,17.1,31,1,WNW,24,1011.3
2016,7,26,Tu,10.2,17.9,0,4.8,9.9,WNW,39,19:57,14,52,1,N,6,1014.7,17.7,47,1,E,9,1012.8
2016,7,27,We,10.8,18.6,0,5.4,10.1,W,63,12:36,14.7,53,2,NW,19,1012.2,18.5,32,3,WSW,26,1013.3
2016,7,28,Th,8.8,19.4,0,4,10.1,WSW,48,20:33,11.1,57,1,W,19,1024.3,19,34,0,WNW,11,1020.5
2016,7,29,Fr,7.3,18.5,0,4,10.1,WSW,50,19:29,9.8,61,1,W,24,1023,17.6,34,2,WNW,11,1018
2016,7,30,Sa,8.7,19.8,0,4.2,10,W,33,0:38,10.4,63,1,W,26,1023.3,17.9,50,3,ESE,9,1020.2
2016,7,31,Su,10.4,20.9,0,2.8,3.2,W,24,7:22,11.9,75,7,W,15,1018,20.5,37,2,WNW,7,1015.3
2016,8,1,Mo,10.9,18.4,0,2.2,0.7,W,22,8:27,13.3,66,6,WNW,6,1017.2,17,54,8,W,6,1013
2016,8,2,Tu,11.5,15.8,0.4,1,0.9,SE,54,23:45,12.8,76,7,W,15,1013.7,13.2,77,8,S,24,1013.9
2016,8,3,We,10.7,14.6,24.8,2.6,0.2,S,63,22:26,13.6,77,8,SE,31,1018,12.6,89,8,SSE,24,1017.7
2016,8,4,Th,10.8,18.1,61,9.4,,SE,61,3:11,11.6,90,6,W,15,1024.3,15.5,60,7,SSW,19,1025.1
2016,8,5,Fr,9.7,16.2,4,3.2,2.7,SW,35,11:50,11.2,90,6,W,20,1030.4,14.7,67,6,SSW,17,1028.3
2016,8,6,Sa,9.2,15.5,1.8,2.6,2.2,SSE,31,11:29,10.8,78,7,W,17,1029,14.7,71,7,SE,7,1026.8
2016,8,7,Su,10.3,16.4,0.6,0.6,2.6,W,33,19:09,12.4,80,7,W,15,1027.4,15.9,64,6,ESE,7,1024.7
2016,8,8,Mo,8.7,19.7,0,2.6,10.8,W,28,8:18,11,75,1,WNW,22,1026.4,17.9,52,1,E,11,1022.9
2016,8,9,Tu,8.1,19.1,0,2,6.9,NNE,28,20:33,11,73,5,W,17,1023.1,18.8,52,7,NE,11,1017.9
2016,8,10,We,10.9,25.2,0,4.8,9.2,NW,44,13:14,17.6,52,3,NNW,17,1015.6,24.6,33,3,NNW,24,1011.4
2016,8,11,Th,11.2,20.3,0,6.2,10.6,W,46,12:01,14,48,1,W,17,1018.4,19.6,30,1,WSW,22,1017
2016,8,12,Fr,7.1,19.4,0,6.4,8.6,NW,41,21:01,9.7,56,0,WNW,20,1024.4,17.3,37,7,E,13,1019.8
2016,8,13,Sa,8.3,20.3,0,3.2,10.6,W,41,10:00,12.4,49,1,W,24,1022.5,19.8,31,2,WSW,19,1020.2
2016,8,14,Su,9.5,20,0,5.4,10.5,W,28,7:55,14.2,52,1,W,20,1027.7,17.6,46,1,SE,13,1027.2
